index,filename,path,slope,observed_slope,residual_variance,n,sigma,version,trend_category,size_category,dot_size_px,out_of_bounds_retries,sign_mismatch_retries,range_reject_retries,stimulus_type,x_values,y_values
0,train_0000.png,training/train_0000.png,-0.3153,-0.321501,0.010178,8,0.15,0,Trend_Down,Small,11,0,0,15,training,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.614083,0.716727,0.563528,0.351426,0.553510,0.582246,0.281706,0.336776"
1,train_0001.png,training/train_0001.png,-0.3153,-0.328194,0.021728,10,0.15,0,Trend_Down,Small,11,0,0,6,training,"0.000000,0.111111,0.222222,0.333333,0.444444,0.555556,0.666667,0.777778,0.888889,1.000000","0.610359,0.647647,0.630489,0.318370,0.579082,0.558677,0.771333,0.333199,0.399880,0.150964"
2,train_0002.png,training/train_0002.png,-0.3153,-0.327354,0.027085,12,0.15,0,Trend_Down,Small,11,0,0,5,training,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.375148,0.674019,0.736186,0.766235,0.547493,0.379286,0.656137,0.264208,0.711787,0.378386,0.295414,0.215702"
3,train_0003.png,training/train_0003.png,-0.3153,-0.323991,0.029013,14,0.15,0,Trend_Down,Small,11,0,0,13,training,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.562855,0.579580,0.803658,0.492088,0.589643,0.669076,0.205660,0.406815,0.905183,0.441205,0.343676,0.466055,0.342862,0.191644"
4,train_0004.png,training/train_0004.png,-0.3153,-0.319645,0.016228,16,0.15,0,Trend_Down,Big,11,0,0,3,training,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.743108,0.674153,0.573889,0.747381,0.680969,0.293400,0.403718,0.534040,0.609616,0.283392,0.406912,0.516653,0.279686,0.303718,0.385625,0.563740"
5,train_0005.png,training/train_0005.png,-0.3153,-0.318975,0.021815,18,0.15,0,Trend_Down,Big,11,0,0,2,training,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.741354,0.706822,0.661725,0.617992,0.576493,0.596918,0.300780,0.659447,0.571247,0.233182,0.422542,0.162658,0.489335,0.742801,0.334806,0.457195,0.263281,0.461422"
6,train_0006.png,training/train_0006.png,-0.3153,-0.316215,0.026221,20,0.15,0,Trend_Down,Big,11,0,0,10,training,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.569830,0.433726,0.801545,0.635671,0.665793,0.521381,0.722719,0.741774,0.831706,0.151758,0.357683,0.531272,0.264148,0.411530,0.490165,0.331952,0.188992,0.414596,0.425157,0.508602"
7,train_0007.png,training/train_0007.png,-0.3153,-0.328688,0.029898,22,0.15,0,Trend_Down,Big,11,0,0,16,training,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.509196,0.679458,0.608349,0.693980,0.468006,0.791540,0.897044,0.519171,0.260770,0.571262,0.784682,0.453728,0.507141,0.153940,0.610952,0.319918,0.216831,0.133574,0.493425,0.391250,0.395212,0.540570"
8,train_0008.png,training/train_0008.png,-0.2217,-0.236693,0.015844,8,0.15,0,Trend_Down,Small,11,0,1,1,training,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.768641,0.548253,0.408392,0.406412,0.688096,0.321964,0.374328,0.483913"
9,train_0009.png,training/train_0009.png,-0.2217,-0.218838,0.02756,10,0.15,0,Trend_Down,Small,11,0,1,18,training,"0.000000,0.111111,0.222222,0.333333,0.444444,0.555556,0.666667,0.777778,0.888889,1.000000","0.693989,0.486299,0.616643,0.359316,0.754948,0.401761,0.581473,0.304648,0.161829,0.639094"
10,train_0010.png,training/train_0010.png,-0.2217,-0.224802,0.021006,12,0.15,0,Trend_Down,Small,11,0,0,0,training,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.830420,0.588421,0.616700,0.588975,0.421664,0.352852,0.345273,0.392629,0.339039,0.465476,0.327784,0.730767"
11,train_0011.png,training/train_0011.png,-0.2217,-0.229563,0.024598,14,0.15,0,Trend_Down,Small,11,0,0,3,training,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.667762,0.333869,0.710362,0.452576,0.321513,0.826868,0.691355,0.632952,0.342169,0.489710,0.438200,0.502648,0.354946,0.235072"
12,train_0012.png,training/train_0012.png,-0.2217,-0.22777,0.0133,16,0.15,0,Trend_Down,Big,11,0,0,1,training,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.567724,0.574827,0.504961,0.531765,0.611591,0.627129,0.598657,0.665319,0.423174,0.436254,0.423057,0.477061,0.531852,0.084301,0.576989,0.365339"
13,train_0013.png,training/train_0013.png,-0.2217,-0.229101,0.02159,18,0.15,0,Trend_Down,Big,11,0,0,9,training,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.567384,0.750776,0.622292,0.803461,0.562332,0.394027,0.316867,0.652704,0.496333,0.208643,0.403898,0.476036,0.406089,0.684075,0.206978,0.502724,0.524588,0.420792"
14,train_0014.png,training/train_0014.png,-0.2217,-0.23724,0.018294,20,0.15,0,Trend_Down,Big,11,0,0,10,training,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.709119,0.789960,0.536256,0.645913,0.669804,0.289792,0.338367,0.591211,0.384719,0.631546,0.633782,0.401035,0.338708,0.496315,0.216155,0.414169,0.450776,0.640265,0.383591,0.438517"
15,train_0015.png,training/train_0015.png,-0.2217,-0.228533,0.020912,22,0.15,0,Trend_Down,Big,11,0,0,2,training,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.429564,0.679605,0.673293,0.284768,0.637178,0.427534,0.464352,0.748036,0.781583,0.705245,0.703612,0.450759,0.518241,0.254999,0.387702,0.530425,0.426459,0.469374,0.256587,0.367766,0.508250,0.294668"
16,train_0016.png,training/train_0016.png,-0.1317,-0.115455,0.029156,8,0.15,0,Trend_Down,Small,11,0,5,6,training,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.447511,0.403304,0.628470,0.836843,0.607875,0.231828,0.363332,0.480838"
17,train_0017.png,training/train_0017.png,-0.1317,-0.139274,0.011646,10,0.15,0,Trend_Down,Small,11,0,6,37,training,"0.000000,0.111111,0.222222,0.333333,0.444444,0.555556,0.666667,0.777778,0.888889,1.000000","0.664342,0.540315,0.473666,0.533145,0.393689,0.401026,0.605098,0.648524,0.275657,0.464538"
18,train_0018.png,training/train_0018.png,-0.1317,-0.123501,0.015682,12,0.15,0,Trend_Down,Small,11,0,0,3,training,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.464237,0.591735,0.685338,0.516906,0.333554,0.619681,0.681574,0.429724,0.364280,0.256171,0.493356,0.563443"
19,train_0019.png,training/train_0019.png,-0.1317,-0.119474,0.028866,14,0.15,0,Trend_Down,Small,11,0,7,21,training,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.384378,0.693143,0.633988,0.604653,0.820762,0.275019,0.237580,0.407323,0.435680,0.761790,0.340086,0.388186,0.539560,0.477852"
