sonaId,qualtricsResponseId,trialNumber,stimulusIndex,n,slope,noise,responseCode,block,accuracy,reactionTime,blockName,responseKey,trialType
92466,R_1Ppcgap39iRddde,1,41,10,0.069900,0.15,1,1,false,8722,Trend,P,training
92466,R_1Ppcgap39iRddde,2,8,8,-0.105100,0.15,1,1,true,3267,Trend,P,training
92466,R_1Ppcgap39iRddde,3,50,12,0.105100,0.15,1,1,true,2545,Trend,Q,training
92466,R_1Ppcgap39iRddde,4,20,16,-0.069900,0.15,1,1,true,3343,Trend,P,training
92466,R_1Ppcgap39iRddde,5,47,22,0.069900,0.15,1,1,false,2644,Trend,P,training
92466,R_1Ppcgap39iRddde,6,27,14,-0.034900,0.15,1,1,false,2564,Trend,Q,training
92466,R_1Ppcgap39iRddde,7,6,20,-0.140500,0.15,1,1,true,2879,Trend,P,training
92466,R_1Ppcgap39iRddde,8,29,18,-0.034900,0.15,1,1,true,2392,Trend,P,training
92466,R_1Ppcgap39iRddde,9,1,10,-0.140500,0.15,1,1,true,2112,Trend,P,training
92466,R_1Ppcgap39iRddde,10,48,8,0.105100,0.15,1,1,true,2143,Trend,Q,training
92466,R_1Ppcgap39iRddde,11,293,16,0.034900,0.15,1,1,true,2185,Trend,Q,main
92466,R_1Ppcgap39iRddde,12,320,8,0.069900,0.15,1,1,false,2250,Trend,P,main
92466,R_1Ppcgap39iRddde,13,291,16,0.034900,0.15,1,1,true,2869,Trend,Q,main
92466,R_1Ppcgap39iRddde,14,1,8,-0.140500,0.15,1,1,true,2222,Trend,P,main
92466,R_1Ppcgap39iRddde,15,407,12,0.105100,0.15,1,1,true,2265,Trend,Q,main
92466,R_1Ppcgap39iRddde,16,11,10,-0.140500,0.15,1,1,true,2514,Trend,P,main
92466,R_1Ppcgap39iRddde,17,479,14,0.140500,0.15,1,1,true,2430,Trend,Q,main
92466,R_1Ppcgap39iRddde,18,206,10,-0.034900,0.15,1,1,true,2233,Trend,P,main
92466,R_1Ppcgap39iRddde,19,262,8,0.034900,0.15,1,1,true,1958,Trend,Q,main
92466,R_1Ppcgap39iRddde,20,366,18,0.069900,0.15,1,1,false,2039,Trend,P,main
92466,R_1Ppcgap39iRddde,21,336,12,0.069900,0.15,1,1,false,2250,Trend,P,main
